"Date","Price","Open","High","Low","Vol.","Change %"
"03/13/2024","16,177.77","16,220.11","16,233.29","16,143.34","1.09B","-0.54%"
"03/12/2024","16,265.64","16,116.98","16,275.45","15,992.98","1.02B","1.54%"
"03/11/2024","16,019.27","16,052.63","16,085.95","15,978.04","970.77M","-0.41%"
"03/08/2024","16,085.11","16,322.10","16,449.70","16,059.50","1.09B","-1.16%"
"03/07/2024","16,273.38","16,147.32","16,309.02","16,096.01","1.03B","1.51%"
"03/06/2024","16,031.54","16,092.00","16,128.56","15,956.66","1.11B","0.58%"
"03/05/2024","15,939.59","16,077.74","16,087.57","15,862.63","1.16B","-1.65%"
"03/04/2024","16,207.51","16,264.21","16,289.06","16,199.06","1.17B","-0.41%"
"03/01/2024","16,274.94","16,109.83","16,302.24","16,096.60","1.10B","1.14%"
"02/29/2024","16,091.92","16,059.34","16,115.96","15,931.70","1.65B","0.90%"
"02/28/2024","15,947.74","15,969.14","16,003.56","15,924.72","1.10B","-0.55%"
"02/27/2024","16,035.30","16,013.98","16,046.10","15,940.51","1.10B","0.37%"
"02/26/2024","15,976.25","16,014.45","16,054.90","15,973.90","1.06B","-0.13%"
"02/23/2024","15,996.82","16,094.80","16,134.22","15,954.50","1.00B","-0.28%"
"02/22/2024","16,041.62","15,904.48","16,061.82","15,869.24","1.14B","2.96%"
"02/21/2024","15,580.87","15,532.12","15,583.68","15,451.65","984.02M","-0.32%"
"02/20/2024","15,630.78","15,679.84","15,730.47","15,508.50","1.10B","-0.92%"
"02/16/2024","15,775.65","15,910.43","15,917.41","15,752.02","1.12B","-0.82%"
"02/15/2024","15,906.17","15,865.30","15,911.22","15,779.71","1.22B","0.30%"
"02/14/2024","15,859.15","15,781.71","15,865.51","15,683.94","1.08B","1.30%"
"02/13/2024","15,655.60","15,598.88","15,770.42","15,551.44","1.21B","-1.80%"
"02/12/2024","15,942.54","15,980.62","16,080.07","15,917.87","1.09B","-0.30%"
"02/09/2024","15,990.66","15,842.38","16,007.29","15,831.76","1.08B","1.25%"
"02/08/2024","15,793.71","15,762.23","15,813.27","15,739.18","1.02B","0.24%"
"02/07/2024","15,756.64","15,690.35","15,770.67","15,645.80","943.13M","0.95%"
"02/06/2024","15,609.00","15,638.19","15,652.75","15,515.25","931.55M","0.07%"
"02/05/2024","15,597.68","15,613.99","15,637.88","15,471.68","923.28M","-0.20%"
"02/02/2024","15,628.95","15,403.16","15,664.21","15,366.78","956.87M","1.74%"
"02/01/2024","15,361.64","15,254.02","15,372.13","15,208.88","1.01B","1.30%"
"01/31/2024","15,164.01","15,324.19","15,405.55","15,158.49","1.29B","-2.23%"
"01/30/2024","15,509.90","15,604.08","15,619.23","15,484.67","915.72M","-0.76%"
"01/29/2024","15,628.04","15,470.66","15,630.58","15,449.87","959.39M","1.12%"
"01/26/2024","15,455.36","15,474.85","15,538.84","15,433.04","857.50M","-0.36%"
"01/25/2024","15,510.50","15,555.62","15,597.25","15,430.68","998.98M","0.18%"
"01/24/2024","15,481.92","15,560.61","15,629.07","15,468.91","932.89M","0.36%"
"01/23/2024","15,425.94","15,391.41","15,432.35","15,337.23","959.54M","0.43%"
"01/22/2024","15,360.29","15,393.05","15,438.85","15,333.63","1.04B","0.32%"
"01/19/2024","15,310.97","15,122.38","15,310.97","15,087.20","1.14B","1.70%"
"01/18/2024","15,055.65","14,994.52","15,066.81","14,911.11","1.04B","1.35%"
"01/17/2024","14,855.62","14,814.77","14,865.76","14,706.23","944.50M","-0.59%"
"01/16/2024","14,944.35","14,908.26","15,004.35","14,863.81","1.10B","-0.19%"
"01/12/2024","14,972.76","15,001.01","15,047.25","14,931.88","865.51M","0.02%"
"01/11/2024","14,970.18","15,020.95","15,063.61","14,800.38","1.00B","0.00%"
"01/10/2024","14,969.65","14,877.70","14,998.20","14,842.70","904.43M","0.75%"
"01/09/2024","14,857.71","14,744.13","14,894.32","14,716.71","959.65M","0.09%"
"01/08/2024","14,843.77","14,564.47","14,846.90","14,560.20","1.14B","2.20%"
"01/05/2024","14,524.07","14,500.11","14,625.19","14,477.57","1.01B","0.09%"
"01/04/2024","14,510.30","14,532.23","14,632.77","14,504.78","1.04B","-0.56%"
"01/03/2024","14,592.21","14,641.47","14,694.58","14,577.44","1.06B","-1.18%"
"01/02/2024","14,765.94","14,873.70","14,887.80","14,682.38","1.08B","-1.63%"
"12/29/2023","15,011.35","15,099.19","15,111.41","14,955.37","1.04B","-0.56%"
"12/28/2023","15,095.14","15,142.09","15,150.07","15,087.22","907.14M","-0.03%"
"12/27/2023","15,099.18","15,089.66","15,114.08","15,051.67","1.07B","0.16%"
"12/26/2023","15,074.57","15,028.69","15,101.18","15,024.06","871.34M","0.54%"
"12/22/2023","14,992.97","15,006.18","15,047.19","14,927.12","880.44M","0.19%"
"12/21/2023","14,963.87","14,923.14","14,970.81","14,837.47","945.08M","1.26%"
"12/20/2023","14,777.94","14,973.36","15,069.29","14,776.29","1.20B","-1.50%"
"12/19/2023","15,003.22","14,923.02","15,003.80","14,921.60","1.13B","0.66%"
"12/18/2023","14,905.19","14,814.02","14,938.04","14,811.82","1.15B","0.62%"
"12/15/2023","14,813.92","14,797.46","14,848.41","14,753.16","3.35B","0.35%"
"12/14/2023","14,761.56","14,798.72","14,855.62","14,642.23","1.58B","0.19%"
"12/13/2023","14,733.96","14,555.68","14,743.56","14,517.52","1.13B","1.38%"
"12/12/2023","14,533.40","14,423.01","14,533.40","14,385.39","939.56M","0.70%"
"12/11/2023","14,432.49","14,340.13","14,436.08","14,324.57","1.05B","0.20%"
"12/08/2023","14,403.97","14,279.45","14,416.92","14,264.96","997.65M","0.45%"
"12/07/2023","14,339.99","14,230.43","14,353.11","14,220.87","1.05B","1.37%"
"12/06/2023","14,146.71","14,325.62","14,327.64","14,138.51","1.02B","-0.58%"
"12/05/2023","14,229.91","14,126.40","14,285.66","14,121.76","1.11B","0.31%"
"12/04/2023","14,185.49","14,168.66","14,197.52","14,058.52","1.18B","-0.84%"
"12/01/2023","14,305.03","14,181.35","14,311.95","14,135.00","1.09B","0.55%"
"11/30/2023","14,226.22","14,265.05","14,289.20","14,127.06","1.53B","-0.23%"
"11/29/2023","14,258.49","14,367.11","14,423.22","14,247.89","979.43M","-0.16%"
"11/28/2023","14,281.76","14,224.63","14,303.66","14,195.72","870.61M","0.29%"
"11/27/2023","14,241.02","14,239.31","14,305.71","14,205.24","839.28M","-0.07%"
"11/24/2023","14,250.85","14,238.03","14,270.28","14,214.13","441.68M","-0.11%"
"11/22/2023","14,265.86","14,283.82","14,359.61","14,226.63","717.39M","0.46%"
"11/21/2023","14,199.98","14,217.23","14,237.50","14,146.31","815.37M","-0.59%"
"11/20/2023","14,284.53","14,134.75","14,309.80","14,134.20","902.05M","1.13%"
"11/17/2023","14,125.48","14,101.43","14,154.32","14,063.93","946.66M","0.08%"
"11/16/2023","14,113.67","14,066.88","14,130.45","14,033.79","925.11M","0.07%"
"11/15/2023","14,103.84","14,147.27","14,194.36","14,060.69","1.06B","0.07%"
"11/14/2023","14,094.38","14,015.37","14,124.06","14,003.14","1.11B","2.37%"
"11/13/2023","13,767.74","13,745.96","13,805.10","13,687.78","837.61M","-0.22%"
"11/10/2023","13,798.11","13,571.19","13,802.53","13,556.35","998.71M","2.05%"
"11/09/2023","13,521.45","13,693.69","13,697.82","13,506.02","1.04B","-0.94%"
"11/08/2023","13,650.41","13,660.22","13,684.87","13,573.58","956.59M","0.08%"
"11/07/2023","13,639.86","13,555.79","13,675.46","13,516.56","896.95M","0.90%"
"11/06/2023","13,518.78","13,514.08","13,551.62","13,435.99","912.89M","0.30%"
"11/03/2023","13,478.28","13,362.85","13,520.28","13,344.73","1.02B","1.38%"
"11/02/2023","13,294.19","13,230.49","13,302.18","13,177.64","1.03B","1.78%"
"11/01/2023","13,061.47","12,887.06","13,072.42","12,875.20","937.65M","1.64%"
"10/31/2023","12,851.24","12,786.62","12,859.40","12,697.04","914.04M","0.48%"
"10/30/2023","12,789.48","12,750.47","12,842.96","12,691.56","801.66M","1.16%"
"10/27/2023","12,643.01","12,718.69","12,772.43","12,600.57","856.38M","0.38%"
"10/26/2023","12,595.60","12,768.97","12,818.14","12,543.86","941.24M","-1.76%"
"10/25/2023","12,821.22","13,039.86","13,042.52","12,804.30","950.80M","-2.43%"
"10/24/2023","13,139.88","13,084.99","13,170.39","13,022.85","878.12M","0.93%"
"10/23/2023","13,018.33","12,930.85","13,143.23","12,848.83","859.07M","0.27%"
"10/20/2023","12,983.81","13,157.77","13,177.35","12,977.43","1.03B","-1.53%"
